,anime_id,name,genre,type,episodes,rating,members,vote count
720,479,The Law of Ueki,"Adventure, Comedy, Drama, Shounen, Supernatural",TV,51,7.88,60027,1797
1769,565,Steamboy,"Action, Adventure, Drama, Historical, Military, Sci-Fi",Movie,1,7.45,40812,1796
2723,461,One Piece Movie 3: Chinjuu-jima no Chopper Oukoku,"Action, Adventure, Comedy, Fantasy, Shounen, Super Power",Movie,1,7.18,36558,1793
850,74,Gakuen Alice,"Comedy, Magic, School, Shoujo",TV,26,7.8,52995,1793
809,10092,Break Blade 6: Doukoku no Toride,"Action, Mecha, Military, Shounen",Movie,1,7.82,39077,1789
1908,272,Noir,"Action, Drama, Mystery",TV,26,7.41,66036,1789
5051,9479,Coppelion,"Action, Sci-Fi, Seinen",TV,13,6.56,76291,1783
12217,1639,Boku no Pico,"Hentai, Yaoi",OVA,1,5.13,57355,1783
376,535,Slayers Next,"Adventure, Comedy, Demons, Fantasy, Magic",TV,26,8.14,39832,1779
1474,770,Pale Cocoon,"Drama, Sci-Fi",OVA,1,7.53,44030,1772
3164,9314,Fractale,"Adventure, Fantasy, Sci-Fi",TV,11,7.06,55100,1771
65,7472,Gintama Movie: Shinyaku Benizakura-hen,"Action, Comedy, Historical, Parody, Samurai, Sci-Fi, Shounen",Movie,1,8.59,51185,1768
1511,167,Scrapped Princess,"Adventure, Comedy, Drama, Fantasy, Mecha, Sci-Fi, Shounen",TV,24,7.52,54575,1766
4573,10073,Seikon no Qwaser II,"Action, Ecchi, Seinen, Super Power, Supernatural",TV,12,6.69,64168,1766
1342,9834,Level E,"Comedy, Sci-Fi, Shounen",TV,13,7.58,55252,1764
5395,7079,Ookamikakushi,"Action, Horror, Mystery, Supernatural",TV,12,6.47,51323,1761
2567,16201,Aku no Hana,"Drama, Psychological, Romance, School",TV,13,7.22,86669,1759
2258,18441,Blood Lad: Wagahai wa Neko de wa Nai,"Action, Comedy, Demons, Seinen, Supernatural, Vampire",OVA,1,7.31,48728,1758
183,9863,SKET Dance,"Comedy, School, Shounen",TV,77,8.36,101027,1757
918,464,One Piece Movie 6: Omatsuri Danshaku to Himitsu no Shima,"Adventure, Comedy, Fantasy, Shounen",Movie,1,7.77,37792,1757
1445,18393,Fairy Tail x Rave,"Action, Adventure, Comedy, Fantasy, Magic, Shounen",OVA,1,7.54,51844,1757
5676,13807,Corpse Party: Missing Footage,"Horror, School",OVA,1,6.38,57507,1756
509,114,Sakigake!! Cromartie Koukou,"Comedy, School, Shounen",TV,26,8.02,67254,1751
2367,20457,"Inari, Konkon, Koi Iroha.","Comedy, Romance, School, Seinen, Supernatural",TV,10,7.28,65402,1745
1652,6676,Asura Cryin&#039; 2,"Action, Mecha, Supernatural",TV,13,7.47,43725,1738
2811,28617,Punch Line,"Comedy, Ecchi, Sci-Fi, Super Power, Supernatural",TV,12,7.16,93000,1738
3655,146,Kono Minikuku mo Utsukushii Sekai,"Comedy, Drama, Magic, Romance, Sci-Fi",TV,12,6.92,41756,1735
650,10357,Jinrui wa Suitai Shimashita,"Comedy, Fantasy, Seinen",TV,12,7.92,89373,1734
284,721,Princess Tutu,"Comedy, Fantasy, Magic, Romance",TV,38,8.23,73218,1730
2728,20973,Sekai Seifuku: Bouryaku no Zvezda,"Action, Comedy, Fantasy",TV,12,7.18,67877,1730
1450,389,Karas,"Action, Fantasy, Sci-Fi",OVA,6,7.54,44108,1726
4570,14921,RDG: Red Data Girl,"Fantasy, Magic",TV,12,6.69,67100,1724
3158,9776,A-Channel,"Comedy, School, Seinen, Slice of Life",TV,12,7.06,58564,1724
1636,23421,Re:␣Hamatora,"Comedy, Mystery, Super Power",TV,12,7.48,73903,1723
1325,2596,Shinreigari: Ghost Hound,"Mystery, Psychological, Sci-Fi, Supernatural",TV,22,7.59,78469,1715
1840,6381,Strike Witches 2,"Action, Ecchi, Magic, Military, Sci-Fi",TV,12,7.43,51114,1713
2915,8876,Koe de Oshigoto! The Animation,"Comedy, Ecchi, Seinen",OVA,2,7.13,57466,1708
2468,394,Ai Yori Aoshi: Enishi,"Comedy, Drama, Harem, Romance, Slice of Life",TV,12,7.25,37944,1701
1001,7627,Mitsudomoe,"Comedy, School, Slice of Life",TV,13,7.73,56483,1701
393,4672,Ghost in the Shell 2.0,"Action, Mecha, Police, Psychological, Sci-Fi, Seinen",Movie,1,8.12,51789,1697
6998,32438,Mayoiga,"Drama, Horror, Mystery, Psychological",TV,12,5.8,117090,1696
1934,940,Inukami!,"Comedy, Ecchi, Romance, Shounen, Supernatural",TV,26,7.4,47882,1694
2750,17741,Kimi no Iru Machi,"Drama, Romance, Slice of Life",TV,12,7.17,63418,1690
3577,109,Bakuretsu Tenshi,"Adventure, Comedy, Mecha, Sci-Fi",TV,24,6.94,48551,1688
2338,26441,Junketsu no Maria,"Comedy, Fantasy, Historical, Magic, Seinen",TV,12,7.29,75460,1687
228,10271,Gyakkyou Burai Kaiji: Hakairoku-hen,"Game, Psychological, Seinen, Thriller",TV,26,8.29,55566,1687
2228,31737,Gakusen Toshi Asterisk 2nd Season,"Comedy, Ecchi, Fantasy, Harem, Romance, School, Sci-Fi, Supernatural",TV,12,7.32,101287,1683
1793,463,One Piece Movie 5: Norowareta Seiken,"Action, Adventure, Comedy, Fantasy, Shounen, Super Power",Movie,1,7.44,35357,1678
680,4087,Michiko to Hatchin,"Action, Adventure",TV,22,7.9,82625,1677
2887,1696,Murder Princess,"Action, Adventure, Fantasy",OVA,6,7.14,39377,1674
827,2397,Digimon Adventure: Bokura no War Game!,"Adventure, Comedy, Kids, Sci-Fi",Movie,1,7.81,37078,1674
933,9065,Hakuouki Hekketsuroku,"Action, Drama, Historical, Josei, Samurai, Supernatural",TV,10,7.76,49771,1671
3822,16355,Dansai Bunri no Crime Edge,"Action, Fantasy, Romance, Seinen",TV,13,6.87,60465,1669
589,8479,Hetalia World Series,"Comedy, Historical, Parody",ONA,48,7.95,64416,1667
3609,62,D.C.: Da Capo,"Drama, Harem, Magic, Romance",TV,26,6.93,49909,1666
1939,16444,Mondaiji-tachi ga Isekai kara Kuru Sou Desu yo?: Onsen Manyuuki,"Fantasy, Supernatural",OVA,1,7.4,44450,1665
434,122,Full Moon wo Sagashite,"Comedy, Drama, Music, Romance, Shoujo, Supernatural",TV,52,8.08,59374,1663
3157,873,.hack//Roots,"Adventure, Drama, Fantasy, Game, Sci-Fi",TV,26,7.06,50480,1663
4535,10611,R-15,"Comedy, Ecchi, Harem, Romance, School",TV,12,6.7,53617,1662
416,77,Mahou Shoujo Lyrical Nanoha A&#039;s,"Action, Comedy, Drama, Magic, Super Power",TV,13,8.1,41685,1661
1482,12711,Uta no☆Prince-sama♪ Maji Love 2000%,"Comedy, Harem, Music, Romance, School, Shoujo",TV,13,7.53,61551,1655
487,10029,Coquelicot-zaka kara,"Historical, Romance, School, Shoujo",Movie,1,8.03,50689,1649
869,13403,Inu x Boku SS Special,"Comedy, Shounen, Supernatural",Special,1,7.79,46803,1645
354,21647,Tamako Love Story,"Comedy, Romance, Slice of Life",Movie,1,8.16,72708,1641
2192,5042,Kiss x Sis,"Comedy, Ecchi, Harem, Romance, School, Seinen",OVA,12,7.33,125614,1641
721,15197,Code Geass: Boukoku no Akito 2 - Hikisakareshi Yokuryuu,"Action, Mecha, Military",Movie,1,7.87,61020,1640
70,28805,Bakemono no Ko,"Adventure, Supernatural",Movie,1,8.58,80825,1630
807,1690,Bokurano,"Drama, Mecha, Psychological, Sci-Fi",TV,24,7.82,81408,1630
962,10278,The iDOLM@STER,"Comedy, Drama, Music",TV,25,7.75,81155,1630
109,2246,Mononoke,"Demons, Fantasy, Historical, Horror, Mystery, Seinen, Supernatural",TV,12,8.49,88850,1627
1235,522,Metropolis,"Adventure, Drama, Police, Romance, Sci-Fi, Shounen",Movie,1,7.62,44030,1623
3640,5734,Tayutama: Kiss on My Deity,"Harem, Romance, Supernatural",TV,12,6.93,43288,1622
614,2273,Mobile Suit Gundam Wing: Endless Waltz Movie,"Action, Drama, Mecha, Military, Sci-Fi, Space",Movie,1,7.94,35711,1621
2733,448,Tenjou Tenge: The Ultimate Fight,"Adventure, Drama, Martial Arts, Romance, Shounen, Supernatural",OVA,2,7.18,29039,1617
3367,12565,Fate/Prototype,"Action, Fantasy, Magic, Romance, Shounen, Supernatural",OVA,1,7.01,43469,1615
387,1023,Wolf&#039;s Rain OVA,"Adventure, Drama, Psychological, Sci-Fi, Supernatural",OVA,4,8.13,37679,1614
6091,22547,Blade &amp; Soul,"Action, Adventure, Fantasy, Martial Arts",TV,13,6.25,72692,1613
548,187,Initial D Third Stage,"Action, Cars, Drama, Seinen, Sports",Movie,1,7.98,39374,1604
4559,10076,Kämpfer für die Liebe,"Action, Comedy, Ecchi, Shoujo Ai, Super Power",Special,2,6.69,37047,1599
244,5365,Tsumiki no Ie,Drama,Movie,1,8.27,45189,1598
286,4938,Tsubasa: Shunraiki,"Action, Adventure, Drama, Fantasy, Magic, Mystery, Romance, Shounen, Supernatural",OVA,2,8.23,40420,1597
5030,25283,Kuusen Madoushi Kouhosei no Kyoukan,"Action, Drama, Fantasy, Magic, School",TV,12,6.57,81870,1596
1603,15751,Senyuu.,"Action, Comedy, Fantasy, Parody, Shounen",TV,13,7.49,56815,1591
862,477,Aria The Animation,"Fantasy, Sci-Fi, Shounen, Slice of Life",TV,13,7.79,76913,1586
833,3713,Jigoku Shoujo Mitsuganae,"Mystery, Psychological, Supernatural",TV,26,7.81,58993,1579
604,12893,Danshi Koukousei no Nichijou Specials,"Comedy, School, Shounen, Slice of Life",Special,6,7.94,49891,1577
453,8142,Colorful (Movie),"Drama, Slice of Life, Supernatural",Movie,1,8.06,63263,1572
2083,963,"Love Hina: Motoko no Sentaku, Koi ka Ken... &quot;Naku na&quot;","Drama, Romance, Slice of Life",Special,1,7.36,28222,1572
2360,974,Dead Leaves,"Adventure, Comedy, Psychological, Sci-Fi",Movie,1,7.28,40717,1567
2619,11021,Muv-Luv Alternative: Total Eclipse,"Action, Mecha, Military, Sci-Fi",TV,24,7.21,55531,1566
2164,2847,Pokemon Diamond &amp; Pearl: Dialga vs. Palkia vs. Darkrai,"Action, Adventure, Comedy, Drama, Fantasy, Kids",Movie,1,7.34,38238,1565
1906,6288,Mobile Suit Gundam 00 The Movie: A Wakening of the Trailblazer,"Action, Mecha, Sci-Fi, Space",Movie,1,7.41,37069,1564
2218,10447,Aquarion Evol,"Action, Comedy, Drama, Fantasy, Mecha, Romance, Sci-Fi",TV,26,7.32,62753,1563
1991,807,Tsubasa Chronicle: Tori Kago no Kuni no Himegimi,"Action, Adventure, Drama, Fantasy, Shounen",Movie,1,7.39,33633,1560
6365,3759,School Days: Valentine Days,"Comedy, Romance, School",OVA,1,6.15,32917,1559
1898,953,Jyu Oh Sei,"Action, Adventure, Drama, Mystery, Sci-Fi, Shoujo",TV,11,7.41,44766,1556
1937,99,Mai-Otome,"Comedy, Drama, Fantasy, Magic",TV,26,7.4,36924,1555
349,153,Juuni Kokuki,"Action, Adventure, Fantasy, Magic, Supernatural",TV,45,8.16,66646,1553
1653,25731,Cross Ange: Tenshi to Ryuu no Rondo,"Action, Mecha, Sci-Fi",TV,25,7.47,75807,1551
313,2164,Dennou Coil,"Adventure, Comedy, Drama, Mystery, Sci-Fi",TV,26,8.19,76860,1551
1238,3420,Shigofumi,"Drama, Fantasy, Psychological, Supernatural, Thriller",TV,12,7.62,54000,1551
1192,209,R.O.D the TV,"Action, Adventure, Comedy, Drama, Sci-Fi, Super Power",TV,26,7.64,47053,1550
1899,10298,Kaichou wa Maid-sama!: Goshujinsama to Asonjao♥,"Comedy, School, Shoujo",Special,1,7.41,41241,1549
1718,465,One Piece Movie 7: Karakuri-jou no Mecha Kyohei,"Adventure, Comedy, Fantasy, Shounen",Movie,1,7.46,33028,1549
1397,9047,Toaru Kagaku no Railgun: Misaka-san wa Ima Chuumoku no Mato desukara,"Action, Sci-Fi, Super Power",OVA,1,7.56,37609,1547
983,584,Noein: Mou Hitori no Kimi e,"Adventure, Drama, Sci-Fi, Slice of Life",TV,24,7.74,56244,1545
5572,8449,Togainu no Chi,"Action, Sci-Fi, Shounen Ai",TV,12,6.42,53377,1545
2673,393,Escaflowne,"Adventure, Drama, Fantasy, Mecha, Romance, Sci-Fi, Shoujo",Movie,1,7.19,37379,1541
620,32998,91 Days,"Action, Drama, Historical",TV,12,7.93,140604,1541
2129,28621,Subete ga F ni Naru: The Perfect Insider,"Mystery, Psychological, Sci-Fi",TV,11,7.35,81230,1540
973,16528,Hal,"Romance, Sci-Fi, Shoujo",Movie,1,7.74,50812,1538
1974,13271,Hunter x Hunter Movie: Phantom Rouge,"Action, Adventure, Shounen, Super Power",Movie,1,7.39,44589,1534
341,4918,xxxHOLiC Shunmuki,"Comedy, Drama, Mystery, Psychological, Supernatural",OVA,2,8.17,40401,1534
2883,10372,Kamisama Dolls,"Action, Seinen, Supernatural",TV,13,7.14,47665,1528
3753,886,Amaenaide yo!! Katsu!!,"Comedy, Ecchi, Harem, Romance, Supernatural",TV,12,6.89,33573,1527
3346,29317,Saenai Heroine no Sodatekata: Ai to Seishun no Service Kai,"Comedy, Ecchi, Harem, Romance",Special,1,7.01,41444,1526
2236,52,Kidou Tenshi Angelic Layer,"Comedy, Drama, Sci-Fi, Shounen, Sports",TV,26,7.32,39758,1526
2247,9981,Phi Brain: Kami no Puzzle,"Action, Game, Mystery, Shounen",TV,25,7.32,64958,1522
2688,5279,Sekirei: Hajimete no Otsukai,Comedy,Special,1,7.19,32430,1521
48,21329,Mushishi Special: Hihamukage,"Adventure, Fantasy, Historical, Mystery, Seinen, Slice of Life, Supernatural",Special,1,8.66,49036,1521
3046,1311,Chobits Recap,"Comedy, Drama, Ecchi, Romance, Sci-Fi",Special,1,7.09,29986,1518
11566,8577,Aki-Sora: Yume no Naka,"Ecchi, Romance, Seinen, Yuri",OVA,2,6.41,37519,1516
5549,7017,K-On!: Ura-On!,Comedy,Special,7,6.42,36560,1516
1901,16732,Kiniro Mosaic,"Comedy, School, Slice of Life",TV,12,7.41,78131,1515
2809,907,Princess Princess,"Comedy, School, Shoujo",TV,12,7.16,38778,1515
1174,46,Rurouni Kenshin: Meiji Kenkaku Romantan - Ishinshishi e no Chinkonka,"Drama, Historical, Samurai, Shounen",Movie,1,7.65,33191,1514
884,531,Bishoujo Senshi Sailor Moon R: The Movie,"Drama, Magic, Romance, Shoujo",Movie,1,7.78,33682,1513
1396,3974,Tetsuwan Birdy Decode,"Action, Comedy, Sci-Fi",TV,13,7.56,50384,1511
4375,10156,Sacred Seven,"Action, School, Sci-Fi, Super Power",TV,12,6.74,47136,1511
3974,297,Grenadier: Hohoemi no Senshi,"Action, Adventure, Comedy, Ecchi, Shounen",TV,12,6.83,37919,1510
263,18,Initial D Fourth Stage,"Action, Cars, Drama, Seinen, Sports",TV,24,8.24,41584,1510
1650,656,Air in Summer,"Comedy, Drama, Historical, Romance, Supernatural",Special,2,7.47,29514,1507
443,16916,Kuroko no Basket: Tip Off,"Comedy, School, Shounen, Sports",Special,1,8.07,41760,1506
522,6377,Zan Sayonara Zetsubou Sensei,"Comedy, Parody, School",TV,13,8.01,55402,1500
501,4163,Seto no Hanayome OVA,"Comedy, Parody, Romance, School",OVA,2,8.03,31973,1497
2005,411,Gun x Sword,"Action, Adventure, Drama, Mecha, Sci-Fi, Shounen",TV,26,7.38,45921,1497
1885,49,Aa! Megami-sama!,"Comedy, Magic, Romance, Seinen, Supernatural",OVA,5,7.41,34590,1496
1806,3791,Air Gear Special,"Shounen, Sports",Special,1,7.43,33597,1496
2102,2116,Captain Tsubasa,"Action, Shounen, Sports",TV,128,7.35,36623,1496
243,23327,Space☆Dandy 2nd Season,"Comedy, Sci-Fi, Space",TV,13,8.27,60918,1495
1458,696,Tenchi Muyou!,"Comedy, Harem, Romance, Sci-Fi, Shounen, Space",TV,26,7.54,38372,1494
4314,987,Dragon Ball GT: Goku Gaiden! Yuuki no Akashi wa Suushinchuu,"Action, Adventure, Comedy, Fantasy, Martial Arts, Shounen, Super Power",Special,1,6.75,32853,1493
2929,30363,Shinmai Maou no Testament Burst,"Action, Demons, Ecchi, Fantasy, Harem, Romance",TV,10,7.13,93293,1491
5874,16397,Photokano,"Ecchi, Romance, School",TV,13,6.33,53319,1491
2339,6954,Kara no Kyoukai: Shuushou,Mystery,Special,1,7.29,45718,1491
2724,1569,Otome wa Boku ni Koishiteru,"Comedy, Drama, Romance, School",TV,12,7.18,42190,1485
636,10083,Shiki Specials,"Horror, Mystery, Supernatural, Vampire",Special,2,7.93,37657,1480
1049,29854,Ushio to Tora (TV),"Action, Adventure, Comedy, Demons, Shounen, Supernatural",TV,26,7.71,90931,1477
2518,6610,Ibara no Ou,"Action, Mystery, Sci-Fi, Thriller",Movie,1,7.24,38670,1475
572,21185,Baby Steps,"Romance, School, Shounen, Sports",TV,25,7.96,59818,1474
3210,143,Kannazuki no Miko,"Drama, Magic, Mecha, Romance, Shoujo Ai, Shounen, Supernatural",TV,12,7.05,42927,1472
637,1172,Slayers Try,"Adventure, Comedy, Demons, Fantasy, Magic, Shounen",TV,26,7.93,32742,1469
1394,14189,Tasogare Otome x Amnesia: Taima Otome,"Horror, Mystery, Romance, School, Shounen, Supernatural",Special,1,7.56,38176,1469
1365,5671,Saki,"Game, School, Slice of Life",TV,25,7.57,55970,1468
1239,10378,Shinryaku!? Ika Musume,"Comedy, Shounen, Slice of Life",TV,12,7.62,45613,1467
985,6634,Sengoku Basara Two,"Action, Historical, Martial Arts, Samurai, Super Power",TV,12,7.74,42798,1464
598,24893,Sidonia no Kishi: Daikyuu Wakusei Seneki,"Action, Mecha, Sci-Fi, Seinen, Space",TV,12,7.95,57665,1462
2361,24031,Denki-gai no Honya-san,"Comedy, Seinen, Slice of Life",TV,12,7.28,61228,1462
909,9201,Air Gear: Kuro no Hane to Nemuri no Mori - Break on the Sky,"Action, Comedy, Ecchi, Shounen, Sports",OVA,3,7.77,40176,1459
575,4872,Goku Sayonara Zetsubou Sensei,"Comedy, Parody, School",OVA,3,7.96,40358,1458
1794,2107,One Piece Movie 8: Episode of Alabasta - Sabaku no Oujo to Kaizoku-tachi,"Action, Adventure, Fantasy, Shounen",Movie,1,7.44,31909,1458
2282,3594,Tears to Tiara,"Action, Adventure, Fantasy, Magic",TV,26,7.31,50455,1458
5150,20931,Oneechan ga Kita,"Comedy, Slice of Life",TV,12,6.54,45457,1456
11530,746,Papa to Kiss in the Dark,"Comedy, Drama, Romance, Yaoi",OVA,2,6.47,28620,1453
4983,10491,Higurashi no Naku Koro ni Kira,"Mystery, Parody",OVA,4,6.58,46712,1453
1992,306,Abenobashi Mahou☆Shoutengai,"Comedy, Ecchi, Fantasy, Parody",TV,13,7.38,47752,1452
1355,15613,Hakkenden: Touhou Hakken Ibun,"Action, Fantasy, Shoujo, Supernatural",TV,13,7.57,61017,1451
3104,5039,Kurozuka,"Action, Drama, Historical, Horror, Romance, Sci-Fi, Vampire",TV,12,7.08,52145,1451
17,24701,Mushishi Zoku Shou 2nd Season,"Adventure, Fantasy, Historical, Mystery, Seinen, Slice of Life, Supernatural",TV,10,8.88,75894,1449
3181,25099,Ore ga Ojousama Gakkou ni &quot;Shomin Sample&quot; Toshite Gets♥Sareta Ken,"Comedy, Ecchi, Harem, Romance, School",TV,12,7.06,77774,1446
1847,7058,Uragiri wa Boku no Namae wo Shitteiru,"Adventure, Drama, Fantasy, Shoujo, Shounen Ai",TV,24,7.43,55040,1444
2374,4134,Naruto Shippuuden: Shippuu! &quot;Konoha Gakuen&quot; Den,Comedy,Special,1,7.28,34056,1442
3543,4548,Yozakura Quartet,"Action, Comedy, Magic, Shounen, Super Power, Supernatural",TV,12,6.96,68023,1437
2974,659,Azumanga Daioh: Gekijou Tanpen,"Comedy, School, Slice of Life",Special,1,7.11,28941,1437
1015,12487,Kyoukaisenjou no Horizon II,"Action, Fantasy, Sci-Fi",TV,13,7.72,46781,1437
3347,419,Samurai Deeper Kyou,"Adventure, Comedy, Historical, Shounen, Supernatural",TV,26,7.02,38580,1435
1823,845,Kiba,"Adventure, Fantasy, Shounen",TV,51,7.43,47651,1434
3407,514,Cossette no Shouzou,"Drama, Horror, Magic, Psychological, Romance, Supernatural",OVA,3,7.0,40318,1433
3798,12461,Hiiro no Kakera,"Fantasy, Romance, Shoujo, Supernatural",TV,13,6.88,55031,1430
3692,15377,Hyakka Ryouran: Samurai Bride,"Action, Comedy, Ecchi, Harem, Samurai, School",TV,12,6.91,52542,1429
3237,3359,Amatsuki,"Action, Fantasy, Historical, Shoujo, Supernatural",TV,13,7.04,41920,1429
3809,9922,Oretachi ni Tsubasa wa Nai: Under the Innocent Sky.,"Comedy, Drama, Ecchi, Harem, Romance",TV,12,6.88,52687,1429
3343,2201,Pokemon Advanced Generation: Pokemon Ranger to Umi no Ouji Manaphy,"Action, Adventure, Drama, Fantasy, Kids",Movie,1,7.02,34055,1428
1658,20509,Fate/kaleid liner Prisma☆Illya 2wei!,"Action, Comedy, Fantasy, Magic",TV,10,7.47,56859,1425
404,11739,Kimi to Boku. 2,"Comedy, Drama, Romance, School, Shounen, Slice of Life",TV,13,8.11,44564,1424
1154,304,Aa! Megami-sama! Movie,"Comedy, Magic, Romance, Seinen, Supernatural",Movie,1,7.65,29330,1424
2409,10152,Kimi ni Todoke 2nd Season: Kataomoi,"Romance, Shoujo",Special,1,7.27,35243,1422
2209,3956,Shakugan no Shana II (Second) Specials,"Comedy, Parody",Special,3,7.33,34305,1422
3092,4535,Candy Boy: Nonchalant Talk of the Certain Twin Sisters in Daily Life,"Romance, School, Shoujo Ai",ONA,7,7.08,43338,1422
1745,246,Groove Adventure Rave,"Adventure, Comedy, Fantasy, Romance, Shounen",TV,51,7.45,56353,1422
2100,9925,Amagami SS: Tachibana Miya-hen - Imouto,School,Special,1,7.35,31019,1421
913,488,Ichigo Mashimaro,"Comedy, Slice of Life",TV,12,7.77,46333,1421
3794,12471,Eureka Seven AO,"Action, Adventure, Drama, Mecha, Sci-Fi",TV,24,6.88,56453,1420
5889,23333,DRAMAtical Murder,"Action, Psychological, Sci-Fi, Super Power",TV,12,6.32,80121,1419
699,10119,Seitokai Yakuindomo OVA,"Comedy, School, Shounen, Slice of Life",OVA,8,7.89,63265,1416
1890,10638,Denpa Onna to Seishun Otoko Special,"Comedy, Sci-Fi, Seinen",Special,1,7.41,34723,1416
1282,21273,Gochuumon wa Usagi Desu ka?,"Comedy, Slice of Life",TV,12,7.6,82999,1416
1927,2398,Digimon Adventure 02: Diablomon no Gyakushuu,"Adventure, Comedy, Drama, Kids, Sci-Fi",Movie,1,7.4,31961,1410
1651,2969,Appleseed Saga Ex Machina,"Action, Mecha, Military, Sci-Fi",Movie,1,7.47,28365,1409
4059,2795,Dragonaut: The Resonance,"Action, Drama, Fantasy, Mecha, Romance, Sci-Fi",TV,25,6.81,45265,1408
2345,276,Mahoromatic: Automatic Maiden,"Comedy, Ecchi, Military, Romance, Sci-Fi",TV,12,7.29,36656,1405
5904,4719,Queen&#039;s Blade: Rurou no Senshi,"Action, Adventure, Ecchi, Fantasy",TV,12,6.32,51170,1404
11222,741,Sensitive Pornograph,"Comedy, Drama, Hentai, Romance, Yaoi",OVA,1,7.06,27518,1404
352,8740,One Piece Film: Strong World Episode 0,"Action, Adventure, Comedy, Fantasy, Shounen, Super Power",OVA,1,8.16,33862,1401
336,731,Interstella5555: The 5tory of The 5ecret 5tar 5ystem,"Adventure, Drama, Music, Sci-Fi",Music,1,8.17,31464,1395
906,26,Texhnolyze,"Action, Drama, Psychological, Sci-Fi",TV,22,7.78,95859,1395
5084,19151,Walkure Romanze,"Action, Ecchi, Harem, Romance, School, Sports",TV,12,6.56,56131,1395
418,32093,Tanaka-kun wa Itsumo Kedaruge,"Comedy, School, Slice of Life",TV,12,8.1,101335,1392
11233,3375,Kirepapa.,"Comedy, Drama, Romance, Yaoi",OVA,2,7.02,30628,1392
2054,8857,Nichijou: Nichijou no 0-wa,"Comedy, School, Slice of Life",OVA,1,7.37,37342,1392
1091,3001,Moyashimon,"Comedy, School, Supernatural",TV,11,7.69,44465,1392
2831,16157,Choujigen Game Neptune The Animation,"Action, Comedy, Fantasy, Parody, Sci-Fi, Supernatural",TV,12,7.15,71901,1391
569,949,Top wo Nerae! Gunbuster,"Action, Comedy, Drama, Mecha, Military, Sci-Fi, Shounen, Space",OVA,6,7.97,51724,1391
1135,25687,Digimon Adventure tri. 1: Saikai,"Action, Adventure, Comedy, Drama",Movie,1,7.66,58274,1389
3850,1218,Tonagura!,"Comedy, Drama, Ecchi, Romance, School",TV,13,6.87,31856,1387
369,31173,Akagami no Shirayuki-hime 2nd Season,"Drama, Fantasy, Romance, Shoujo",TV,12,8.14,80862,1386
139,627,Major S1,"Comedy, Drama, Shounen, Sports",TV,26,8.42,41061,1385
408,2154,Tekkon Kinkreet,"Action, Adventure, Psychological, Supernatural",Movie,1,8.11,46018,1385
470,427,Kaleido Star,"Comedy, Drama, Fantasy, Shoujo",TV,51,8.05,42253,1383
1723,20709,Sabagebu!,"Action, Comedy, Military, Shoujo",TV,12,7.46,67306,1383
